MMSDM_PACKAGE_NAME,MMSDM_TABLE_NAME,PDR_REPORT_NAME,PDR_REPORT_SUB_TYPE,PDR_REPORT_VERSION,PDR_REPORT_TRANSACTION_TYPE,PDR_REPORT_ROW_FILTER_TYPE
IRAUCTION,SRA_PRUDENTIAL_COMP_POSITION,IRAUCTION,SRA_PRUDENTIAL_COMP_POSITION,1,INSERT,
IRAUCTION,SRA_PRUDENTIAL_EXPOSURE,IRAUCTION,SRA_PRUDENTIAL_EXPOSURE,1,INSERT,
IRAUCTION,SRA_PRUDENTIAL_RUN,IRAUCTION,SRA_PRUDENTIAL_RUN,1,INSERT,
IRAUCTION,VALUATIONID,IRAUCTION,VALUATIONID,1,INSERT,
MARKET_CONFIG,BIDTYPES,MARKET_CONFIG,BIDTYPES,1,INSERT-UPDATE,LASTCHANGED
MARKET_CONFIG,BIDTYPESTRK,MARKET_CONFIG,BIDTYPESTRK,1,INSERT-UPDATE,LASTCHANGED
MARKET_CONFIG,INTERCONNECTOR,MARKET_CONFIG,INTERCONNECTOR,1,INSERT-UPDATE,LASTCHANGED
MARKET_CONFIG,INTERCONNECTORALLOC,MARKET_CONFIG,INTERCONNECTORALLOC,1,INSERT,
MARKET_CONFIG,INTERCONNECTORCONSTRAINT,MARKET_CONFIG,INTERCONNECTORCONSTRAINT,1,INSERT-UPDATE,LASTCHANGED
MARKET_CONFIG,INTRAREGIONALLOC,MARKET_CONFIG,INTRAREGIONALLOC,1,INSERT,
MARKET_CONFIG,LOSSFACTORMODEL,MARKET_CONFIG,LOSSFACTORMODEL,1,INSERT-UPDATE,LASTCHANGED
MARKET_CONFIG,LOSSMODEL,MARKET_CONFIG,LOSSMODEL,1,INSERT-UPDATE,LASTCHANGED
MARKET_CONFIG,MARKET_PRICE_THRESHOLDS,MARKET_CONFIG,MARKET_PRICE_THRESHOLDS,1,INSERT,
MARKET_CONFIG,REGION,MARKET_CONFIG,REGION,1,INSERT-UPDATE,LASTCHANGED
MARKET_CONFIG,REGIONSTANDINGDATA,MARKET_CONFIG,REGIONSTANDINGDATA,1,INSERT-UPDATE,LASTCHANGED
MARKET_CONFIG,TRANSMISSIONLOSSFACTOR,MARKET_CONFIG,TRANSMISSIONLOSSFACTOR,2,INSERT-UPDATE,LASTCHANGED
MARKET_NOTICE,MARKETNOTICEDATA,MARKET_NOTICE,MARKETNOTICEDATA,1,INSERT,
MARKET_NOTICE,MARKETNOTICETYPE,MARKET_NOTICE,MARKETNOTICETYPE,1,INSERT-UPDATE,LASTCHANGED
MARKET_NOTICE,PARTICIPANTNOTICETRK,MARKET_NOTICE,PARTICIPANTNOTICETRK,1,INSERT,
MCC_DISPATCH,MCC_CASESOLUTION,MCC,CASESOLUTION,1,INSERT,
MCC_DISPATCH,MCC_CASESOLUTION,MCC,CASESOLUTION,1,INSERT,
MCC_DISPATCH,MCC_CONSTRAINTSOLUTION,MCC,CONSTRAINTSOLUTION,1,INSERT,
MCC_DISPATCH,MCC_CONSTRAINTSOLUTION,MCC,CONSTRAINTSOLUTION,1,INSERT,
METER_DATA,GENUNITMTRINPERIOD,METER_DATA,GENERATOR,1,INSERT,
METER_DATA,INTERCONNMWFLOW,METER_DATA,INTERCONNECTOR,1,INSERT,
METER_DATA,METERDATA,METER_DATA,CUSTOMER,1,INSERT,
METER_DATA,METERDATATRK,METER_DATA,CUSTOMER_TRK,1,INSERT,
METER_DATA,METERDATA_AGGREGATE_READS,METERDATA,AGGREGATE_READS,1,INSERT,
METER_DATA,METERDATA_INDIVIDUAL_READS,METERDATA,INDIVIDUAL_READS,1,INSERT,
METER_DATA,METERDATA_INTERCONNECTOR,METERDATA,INTERCONNECTOR,1,INSERT,
METER_DATA,METERDATA_TRK,METERDATA,TRK,1,INSERT,
MREVENT,MR_DAYOFFER_STACK,MR,DAYOFFER_STACK,1,INSERT,
MREVENT,MR_DAYOFFER_STACK,MR,DAYOFFER_STACK,1,INSERT,
MREVENT,MR_EVENT,MR,EVENT,1,INSERT,
MREVENT,MR_EVENT_SCHEDULE,MR,EVENT_SCHEDULE,1,INSERT,
MREVENT,MR_PEROFFER_STACK,MR,PEROFFER_STACK,1,INSERT,
MREVENT,MR_PEROFFER_STACK,MR,PEROFFER_STACK,1,INSERT,
MTPASA,MTPASA_CASERESULT,MTPASA,CASERESULT,1,INSERT,
MTPASA,MTPASA_CONSTRAINTRESULT,MTPASA,CONSTRAINTRESULT,1,INSERT,
MTPASA,MTPASA_CONSTRAINTSUMMARY,MTPASA,CONSTRAINTSUMMARY,1,INSERT,
MTPASA,MTPASA_DUIDAVAILABILITY,MTPASA,DUIDAVAILABILITY,1,INSERT,
MTPASA,MTPASA_INTERCONNECTORRESULT,MTPASA,INTERCONNECTORRESULT,1,INSERT,
MTPASA,MTPASA_LOLPRESULT,MTPASA,LOLPRESULT,1,INSERT,
MTPASA,MTPASA_REGIONAVAILABILITY,MTPASA,REGIONAVAILABILITY,3,INSERT,
MTPASA,MTPASA_REGIONAVAIL_TRK,MTPASA,REGIONAVAILTRK,1,INSERT,
MTPASA,MTPASA_REGIONITERATION,MTPASA,REGIONITERATION,1,INSERT,
MTPASA,MTPASA_REGIONRESULT,MTPASA,REGIONRESULT,2,INSERT,
MTPASA,MTPASA_REGIONSUMMARY,MTPASA,REGIONSUMMARY,1,INSERT,
NETWORK,NETWORK_EQUIPMENTDETAIL,NETWORK,EQUIPMENTDETAIL,1,INSERT-UPDATE,LASTCHANGED
NETWORK,NETWORK_OUTAGECONSTRAINTSET,NETWORK,OUTAGECONSTRAINTSET,1,INSERT,
NETWORK,NETWORK_OUTAGEDETAIL,NETWORK,OUTAGEDETAIL,3,INSERT-UPDATE,LASTCHANGED
NETWORK,NETWORK_OUTAGESTATUSCODE,NETWORK,OUTAGESTATUSCODE,1,INSERT-UPDATE,LASTCHANGED
NETWORK,NETWORK_RATING,NETWORK,RATING,1,INSERT-UPDATE,LASTCHANGED
NETWORK,NETWORK_REALTIMERATING,NETWORK,REALTIMERATING,1,INSERT,
NETWORK,NETWORK_STATICRATING,NETWORK,STATICRATING,1,INSERT-UPDATE,LASTCHANGED
NETWORK,NETWORK_SUBSTATIONDETAIL,NETWORK,SUBSTATIONDETAIL,1,INSERT-UPDATE,LASTCHANGED
P5MIN,P5MIN_BLOCKEDCONSTRAINT,P5MIN,BLOCKED_CONSTRAINTS,1,INSERT,
P5MIN,P5MIN_CASESOLUTION,P5MIN,CASESOLUTION,2,INSERT,
P5MIN,P5MIN_CONSTRAINTSOLUTION,P5MIN,CONSTRAINTSOLUTION,6,INSERT,
P5MIN,P5MIN_INTERCONNECTORSOLN,P5MIN,INTERCONNECTORSOLN,4,INSERT,
P5MIN,P5MIN_INTERSENSITIVITIES,P5MIN,INTERSENSITIVITIES,1,INSERT,
P5MIN,P5MIN_LOCAL_PRICE,P5MIN,LOCAL_PRICE,1,INSERT,
P5MIN,P5MIN_PRICESENSITIVITIES,P5MIN,PRICESENSITIVITIES,1,INSERT,
P5MIN,P5MIN_REGIONSOLUTION,P5MIN,REGIONSOLUTION,6,INSERT,
P5MIN,P5MIN_SCENARIODEMAND,P5MIN,SCENARIODEMAND,1,INSERT,
P5MIN,P5MIN_SCENARIODEMANDTRK,P5MIN,SCENARIODEMANDTRK,1,INSERT-UPDATE,LASTCHANGED
P5MIN,P5MIN_UNITSOLUTION,P5MIN,UNITSOLUTION,3,INSERT,
PARTICIPANT_REGISTRATION,BIDDUIDDETAILS,PARTICIPANT_REGISTRATION,BIDDUIDDETAILS,1,INSERT-UPDATE,LASTCHANGED
PARTICIPANT_REGISTRATION,BIDDUIDDETAILSTRK,PARTICIPANT_REGISTRATION,BIDDUIDDETAILSTRK,1,INSERT-UPDATE,LASTCHANGED
PARTICIPANT_REGISTRATION,DISPATCHABLEUNIT,PARTICIPANT_REGISTRATION,DISPATCHABLEUNIT,1,INSERT-UPDATE,LASTCHANGED
PARTICIPANT_REGISTRATION,DUALLOC,PARTICIPANT_REGISTRATION,DUALLOC,1,INSERT,
PARTICIPANT_REGISTRATION,DUDETAIL,PARTICIPANT_REGISTRATION,DUDETAIL,3,INSERT,
PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,4,INSERT-UPDATE,LASTCHANGED
PARTICIPANT_REGISTRATION,GENMETER,PARTICIPANT_REGISTRATION,GENMETER,1,INSERT,
PARTICIPANT_REGISTRATION,GENUNITS,PARTICIPANT_REGISTRATION,GENUNITS,2,INSERT-UPDATE,LASTCHANGED
PARTICIPANT_REGISTRATION,GENUNITS_UNIT,PARTICIPANT_REGISTRATION,GENUNITS_UNIT,1,INSERT-UPDATE,LASTCHANGED
PARTICIPANT_REGISTRATION,MNSP_INTERCONNECTOR,PARTICIPANT_REGISTRATION,MNSP_INTERCONNECTOR,2,INSERT-UPDATE,LASTCHANGED
PARTICIPANT_REGISTRATION,MNSP_PARTICIPANT,PARTICIPANT_REGISTRATION,MNSP_PARTICIPANT,1,INSERT-UPDATE,LASTCHANGED
PARTICIPANT_REGISTRATION,PARTICIPANT,PARTICIPANT_REGISTRATION,PARTICIPANT,1,INSERT-UPDATE,LASTCHANGED
PARTICIPANT_REGISTRATION,PARTICIPANTACCOUNT,PARTICIPANT_REGISTRATION,PARTICIPANTACCOUNT,1,INSERT-UPDATE,LASTCHANGED
PARTICIPANT_REGISTRATION,PARTICIPANTCATEGORY,PARTICIPANT_REGISTRATION,PARTICIPANTCATEGORY,1,INSERT,
PARTICIPANT_REGISTRATION,PARTICIPANTCATEGORYALLOC,PARTICIPANT_REGISTRATION,PARTICIPANTCATEGORYALLOC,1,INSERT,
PARTICIPANT_REGISTRATION,PARTICIPANTCLASS,PARTICIPANT_REGISTRATION,PARTICIPANTCLASS,1,INSERT,
PARTICIPANT_REGISTRATION,PARTICIPANTCREDITDETAIL,PARTICIPANT_REGISTRATION,PARTICIPANTCREDITDETAIL,1,INSERT-UPDATE,LASTCHANGED
PARTICIPANT_REGISTRATION,STADUALLOC,PARTICIPANT_REGISTRATION,STADUALLOC,1,INSERT,
PARTICIPANT_REGISTRATION,STATION,PARTICIPANT_REGISTRATION,STATION,1,INSERT-UPDATE,LASTCHANGED
PARTICIPANT_REGISTRATION,STATIONOPERATINGSTATUS,PARTICIPANT_REGISTRATION,STATIONOPERATINGSTATUS,1,INSERT-UPDATE,LASTCHANGED
PARTICIPANT_REGISTRATION,STATIONOWNER,PARTICIPANT_REGISTRATION,STATIONOWNER,1,INSERT-UPDATE,LASTCHANGED
PARTICIPANT_REGISTRATION,STATIONOWNERTRK,PARTICIPANT_REGISTRATION,STATIONOWNERTRK,1,INSERT-UPDATE,LASTCHANGED
PDPASA,PDPASA_CASESOLUTION,PDPASA,CASESOLUTION,3,INSERT,
PDPASA,PDPASA_CONSTRAINTSOLUTION,PDPASA,CONSTRAINTSOLUTION,1,INSERT,
PDPASA,PDPASA_INTERCONNECTORSOLN,PDPASA,INTERCONNECTORSOLN,1,INSERT,
PDPASA,PDPASA_REGIONSOLUTION,PDPASA,REGIONSOLUTION,6,INSERT,
PRE_DISPATCH,PREDISPATCHBLOCKEDCONSTRAINT,PREDISPATCH,BLOCKED_CONSTRAINTS,1,INSERT,
PRE_DISPATCH,PREDISPATCHCASESOLUTION,PREDISPATCH,CASE_SOLUTION,1,INSERT,
PRE_DISPATCH,PREDISPATCHCONSTRAINT,PREDISPATCH,CONSTRAINT_SOLUTION,5,UPDATE-INSERT,LASTCHANGED
PRE_DISPATCH,PREDISPATCHCONSTRAINT,PREDISPATCH,CONSTRAINT_SOLUTION,5,UPDATE-INSERT,LASTCHANGED
PRE_DISPATCH,PREDISPATCHINTERCONNECTORRES,PREDISPATCH,INTERCONNECTOR_SOLN,3,UPDATE-INSERT,LASTCHANGED
PRE_DISPATCH,PREDISPATCHINTERSENSITIVITIES,PREDISPATCH,INTERCONNECTR_SENS,1,UPDATE-INSERT,LASTCHANGED
PRE_DISPATCH,PREDISPATCHLOAD,PREDISPATCH,UNIT_SOLUTION,2,UPDATE-INSERT,LASTCHANGED
PRE_DISPATCH,PREDISPATCHLOAD,PREDISPATCH,UNIT_SOLUTION,2,UPDATE-INSERT,LASTCHANGED
PRE_DISPATCH,PREDISPATCHOFFERTRK,PREDISPATCH,OFFERTRK,1,INSERT,
PRE_DISPATCH,PREDISPATCHOFFERTRK,PREDISPATCH,OFFERTRK,1,INSERT,
PRE_DISPATCH,PREDISPATCHPRICE,PREDISPATCH,REGION_PRICES,1,UPDATE-INSERT,LASTCHANGED
PRE_DISPATCH,PREDISPATCHPRICESENSITIVITIES,PREDISPATCH,PRICESENSITIVITIES,1,UPDATE-INSERT,LASTCHANGED
PRE_DISPATCH,PREDISPATCHREGIONSUM,PREDISPATCH,REGION_SOLUTION,5,UPDATE-INSERT,LASTCHANGED
PRE_DISPATCH,PREDISPATCHSCENARIODEMAND,PREDISPATCH,SCENARIO_DEMAND,1,INSERT,
PRE_DISPATCH,PREDISPATCHSCENARIODEMANDTRK,PREDISPATCH,SCENARIO_DEMAND_TRK,1,INSERT-UPDATE,LASTCHANGED
PRE_DISPATCH,PREDISPATCH_FCAS_REQ,PREDISPATCH,REGIONFCASREQUIREMENT,2,UPDATE-INSERT,LASTCHANGED
PRE_DISPATCH,PREDISPATCH_LOCAL_PRICE,PREDISPATCH,LOCAL_PRICE,1,UPDATE-INSERT,LASTCHANGED
PRE_DISPATCH,PREDISPATCH_LOCAL_PRICE,PREDISPATCH,LOCAL_PRICE,1,UPDATE-INSERT,LASTCHANGED
PRE_DISPATCH,PREDISPATCH_MNSPBIDTRK,PREDISPATCH,MNSPBIDTRK,1,INSERT,
PRUDENTIALS,PRUDENTIALCOMPANYPOSITION,PRUDENTIAL,COMPANY_POSITION,1,INSERT,
PRUDENTIALS,PRUDENTIALRUNTRK,PRUDENTIAL,RUNTRK,1,INSERT-UPDATE,LASTCHANGED
RESERVE_DATA,MTPASA_RESERVELIMIT,MTPASA,RESERVELIMIT,1,INSERT,
RESERVE_DATA,MTPASA_RESERVELIMIT_REGION,MTPASA,RESERVELIMIT_REGION,1,INSERT,
RESERVE_DATA,MTPASA_RESERVELIMIT_SET,MTPASA,RESERVELIMIT_SET,1,INSERT,
RESERVE_DATA,RESERVE,RESERVE_DATA,RESERVE,1,INSERT-UPDATE,LASTCHANGED
SETTLEMENT_CONFIG,ANCILLARY_RECOVERY_SPLIT,SETTLEMENT_CONFIG,ANCILLARY_RECOVERY_SPLIT,1,INSERT-UPDATE,LASTCHANGED
SETTLEMENT_CONFIG,MARKETFEE,SETTLEMENT_CONFIG,MARKETFEE,1,INSERT-UPDATE,LASTCHANGED
SETTLEMENT_CONFIG,MARKETFEEDATA,SETTLEMENT_CONFIG,MARKETFEEDATA,1,INSERT-UPDATE,LASTCHANGED
SETTLEMENT_CONFIG,MARKETFEETRK,SETTLEMENT_CONFIG,MARKETFEETRK,1,INSERT-UPDATE,LASTCHANGED
SETTLEMENT_CONFIG,MARKET_FEE_CAT_EXCL,SETTLEMENT_CONFIG,MARKET_FEE_CAT_EXCL,1,INSERT,
SETTLEMENT_CONFIG,MARKET_FEE_CAT_EXCL_TRK,SETTLEMENT_CONFIG,MARKET_FEE_CAT_EXCL_TRK,1,INSERT,
SETTLEMENT_CONFIG,MARKET_FEE_EXCLUSION,SETTLEMENT_CONFIG,MARKET_FEE_EXCLUSION,1,INSERT-UPDATE,LASTCHANGED
SETTLEMENT_CONFIG,MARKET_FEE_EXCLUSIONTRK,SETTLEMENT_CONFIG,MARKET_FEE_EXCLUSION_TRK,1,INSERT-UPDATE,LASTCHANGED
SETTLEMENT_CONFIG,PARTICIPANT_BANDFEE_ALLOC,SETTLEMENT_CONFIG,PARTICIPANT_BANDFEE_ALLOC,1,INSERT,
SETTLEMENT_CONFIG,REALLOCATION,SETCFG,REALLOCATION,2,INSERT-UPDATE,LASTCHANGED
SETTLEMENT_CONFIG,REALLOCATIONINTERVAL,SETCFG,REALLOCATIONINTERVAL,1,INSERT-UPDATE,LASTCHANGED
SETTLEMENT_CONFIG,SETCFG_PARTICIPANT_MPF,SETTLEMENT_CONFIG,SETCFG_PARTICIPANT_MPF,1,INSERT-UPDATE,LASTCHANGED
SETTLEMENT_CONFIG,SETCFG_PARTICIPANT_MPFTRK,SETTLEMENT_CONFIG,SETCFG_PARTICIPANT_MPFTRK,1,INSERT-UPDATE,LASTCHANGED
SETTLEMENT_DATA,DAYTRACK,SETTLEMENTS,DAYTRACK,6,INSERT,
SETTLEMENT_DATA,SETAGCPAYMENT,SETTLEMENTS,AGCPAYMENT,5,INSERT,
SETTLEMENT_DATA,SETAGCRECOVERY,SETTLEMENTS,AGCRECOVERY,5,INSERT,
SETTLEMENT_DATA,SETCPDATA,SETTLEMENTS,CPDATA,6,INSERT,
SETTLEMENT_DATA,SETCPDATAREGION,SETTLEMENTS,CPDATAREGION,5,INSERT,
SETTLEMENT_DATA,SETFCASCOMP,SETTLEMENTS,FCASCOMP,5,INSERT,
SETTLEMENT_DATA,SETFCASREGIONRECOVERY,SETTLEMENTS,FCASREGIONRECOVERY,5,INSERT,
SETTLEMENT_DATA,SETGENDATA,SETTLEMENTS,GENDATA,6,INSERT,
SETTLEMENT_DATA,SETGENDATAREGION,SETTLEMENTS,GENDATAREGION,5,INSERT,
SETTLEMENT_DATA,SETINTERVENTION,SETTLEMENTS,INTERVENTION,5,INSERT,
SETTLEMENT_DATA,SETINTERVENTIONRECOVERY,SETTLEMENTS,INTERVENTIONRECOVERY,5,INSERT,
SETTLEMENT_DATA,SETINTRAREGIONRESIDUES,SETTLEMENTS,INTRAREGIONRESIDUES,5,INSERT,
SETTLEMENT_DATA,SETIRAUCSURPLUS,SETTLEMENTS,IRAUCSURPLUS,6,INSERT,
SETTLEMENT_DATA,SETIRFMRECOVERY,SETTLEMENTS,IRFMRECOVERY,5,INSERT,
SETTLEMENT_DATA,SETIRNSPSURPLUS,SETTLEMENTS,IRNSPSURPLUS,6,INSERT,
SETTLEMENT_DATA,SETIRPARTSURPLUS,SETTLEMENTS,IRPARTSURPLUS,6,INSERT,
SETTLEMENT_DATA,SETIRSURPLUS,SETTLEMENTS,IRSURPLUS,6,INSERT,
SETTLEMENT_DATA,SETLOCALAREAENERGY,SETTLEMENTS,LOCALAREAENERGY,1,INSERT,
SETTLEMENT_DATA,SETLOCALAREATNI,SETTLEMENTS,LOCALAREATNI,1,INSERT,
SETTLEMENT_DATA,SETLSHEDPAYMENT,SETTLEMENTS,LSHEDPAYMENT,5,INSERT,
SETTLEMENT_DATA,SETLSHEDRECOVERY,SETTLEMENTS,LSHEDRECOVERY,5,INSERT,
SETTLEMENT_DATA,SETLULOADRECOVERY,SETTLEMENTS,LULOADRECOVERY,5,INSERT,
SETTLEMENT_DATA,SETLUNLOADPAYMENT,SETTLEMENTS,LUNLOADPAYMENT,5,INSERT,
SETTLEMENT_DATA,SETLUNLOADRECOVERY,SETTLEMENTS,LUNLOADRECOVERY,5,INSERT,
SETTLEMENT_DATA,SETMARKETFEES,SETTLEMENTS,MARKETFEES,6,INSERT,
SETTLEMENT_DATA,SETREALLOCATIONS,SETTLEMENTS,REALLOCATIONS,5,INSERT,
SETTLEMENT_DATA,SETRESTARTPAYMENT,SETTLEMENTS,RESTARTPAYMENT,6,INSERT,
SETTLEMENT_DATA,SETRESTARTRECOVERY,SETTLEMENTS,RESTARTRECOVERY,6,INSERT,
SETTLEMENT_DATA,SETRPOWERPAYMENT,SETTLEMENTS,RPOWERPAYMENT,6,INSERT,
SETTLEMENT_DATA,SETRPOWERRECOVERY,SETTLEMENTS,RPOWERRECOVERY,5,INSERT,
SETTLEMENT_DATA,SETSMALLGENDATA,SETTLEMENTS,SMALLGENDATA,1,INSERT,
SETTLEMENT_DATA,SETVICBOUNDARYENERGY,SETTLEMENTS,VICBOUNDARYENERGY,5,INSERT,
SETTLEMENT_DATA,SETVICENERGYFIGURES,SETTLEMENTS,VICENERGYFIGURES,5,INSERT,
SETTLEMENT_DATA,SETVICENERGYFLOW,SETTLEMENTS,VICENERGYFLOW,5,INSERT,
SETTLEMENT_DATA,SET_ANCILLARY_SUMMARY,SETTLEMENTS,ANCILLARY_SUMMARY,5,INSERT,
SETTLEMENT_DATA,SET_APC_COMPENSATION,SETTLEMENTS,APC_COMPENSATION,1,INSERT,
SETTLEMENT_DATA,SET_APC_RECOVERY,SETTLEMENTS,APC_RECOVERY,1,INSERT,
SETTLEMENT_DATA,SET_FCAS_PAYMENT,SETTLEMENTS,FCAS_PAYMENT,5,INSERT,
SETTLEMENT_DATA,SET_FCAS_RECOVERY,SETTLEMENTS,FCAS_RECOVERY,6,INSERT,
SETTLEMENT_DATA,SET_FCAS_REGULATION_TRK,SETTLEMENTS,SET_FCAS_REGULATION_TRK,1,INSERT,
SETTLEMENT_DATA,SET_MR_PAYMENT,SETTLEMENTS,MR_PAYMENT,5,INSERT,
SETTLEMENT_DATA,SET_MR_RECOVERY,SETTLEMENTS,MR_RECOVERY,5,INSERT,
SETTLEMENT_DATA,SET_NMAS_RECOVERY,SETTLEMENTS,NMAS_RECOVERY,2,INSERT,
SETTLEMENT_DATA,SET_NMAS_RECOVERY_RBF,SETTLEMENTS,NMAS_RECOVERY_RBF,1,INSERT,
SETTLEMENT_DATA,SET_RUN_PARAMETER,SETTLEMENTS,RUN_PARAMETER,5,INSERT,
STPASA_SOLUTION,STPASA_CASESOLUTION,STPASA,CASESOLUTION,3,INSERT,
STPASA_SOLUTION,STPASA_CONSTRAINTSOLUTION,STPASA,CONSTRAINTSOLUTION,3,INSERT,
STPASA_SOLUTION,STPASA_INTERCONNECTORSOLN,STPASA,INTERCONNECTORSOLN,3,INSERT,
STPASA_SOLUTION,STPASA_REGIONSOLUTION,STPASA,REGIONSOLUTION,6,INSERT,
TRADING_DATA,AVERAGEPRICE30,TRADING,AVERAGEPRICE30,1,INSERT-UPDATE,LASTCHANGED
TRADING_DATA,TRADINGINTERCONNECT,TRADING,INTERCONNECTORRES,2,INSERT,
TRADING_DATA,TRADINGLOAD,TRADING,UNIT_SOLUTION,2,INSERT,
TRADING_DATA,TRADINGLOAD,TRADING,UNIT_SOLUTION,2,INSERT,
TRADING_DATA,TRADINGPRICE,TRADING,PRICE,2,INSERT-UPDATE,LASTCHANGED
TRADING_DATA,TRADINGPRICE,TRADING,PRICE,2,INSERT-UPDATE,LASTCHANGED
TRADING_DATA,TRADINGREGIONSUM,TRADING,REGIONSUM,4,INSERT,
VOLTAGE_INSTRUCTIONS,VOLTAGE_INSTRUCTION,VOLTAGE_INSTRUCTION,INSTRUCTION,2,INSERT,
VOLTAGE_INSTRUCTIONS,VOLTAGE_INSTRUCTION_TRK,VOLTAGE_INSTRUCTION,TRACK,2,INSERT,
